iter	RMSE
449	470971.9102
450	470307.9333
451	469717.3125
452	469533.3497
453	469352.5146
454	468894.5284
455	468716.8276
456	468209.5059
457	467500.1606
458	466912.9549
459	466538.3503
460	466197.4424
461	465490.6789
462	464773.8433
463	464126.4963
464	463446.8893
465	463269.6242
466	463095.4169
467	462547.9336
468	461838.9589
469	461666.6076
470	461497.0513
471	461211.916
472	460717.5682
473	460355.063
474	459834.1888
475	459022.4051
476	458499.3283
477	458331.4963
478	457599.5021
479	457201.9646
480	456683.9087
481	456517.8198
482	456354.3407
483	455631.7329
484	455415.9602
485	454858.769
486	454260.7042
487	453915.74
488	453274.7371
489	453112.8698
490	452402.4832
491	451755.7921
492	451484.9521
493	451324.872
494	450785.78
495	450628.141
496	450069.6526
497	449658.3428
498	449502.9451
499	449231.0888
500	448308.7091
501	447916.7244
502	447458.6444
503	447304.8528
504	446707.7844
505	446389.3562
506	445737.7905
507	445216.1654
508	444606.9885
509	444001.2096
510	443848.8831
511	443699.1307
512	443466.9024
513	443094.765
514	442798.3176
515	442407.9387
516	441532.3878
517	441383.9915
518	441048.8691
519	440489.2215
520	439931.2168
521	439407.6128
522	439261.1735
523	438728.9485
524	438145.8797
525	437393.412
526	437249.2812
527	436560.8234
528	436333.2928
529	435976.1216
530	435179.453
531	435037.2691
532	434897.8245
533	434394.2184
534	434118.8877
535	433813.2723
536	433210.45
537	432757.6992
538	432361.4975
539	431831.4059
540	431692.9155
541	431044.0572
542	430826.0308
543	430689.3174
544	430311.3322
545	429818.1165
546	429548.5173
547	429413.8282
548	429062.8586
549	428634.2948
550	428423.4621
551	427802.5563
552	427402.2318
553	427268.8638
554	427043.9926
555	426607.9084
556	426041.4525
557	425909.6675
558	425546.7662
559	425172.4715
560	424923.8115
561	424631.6873
562	424501.8607
563	424298.9776
564	424052.229
565	423710.3921
566	423141.646
567	422575.0414
568	422074.1592
569	421945.2387
570	421818.4599
571	421475.3626
572	421090.0381
573	420846.164
574	420649.6616
575	420524.7313
576	420184.9407
577	419894.1959
578	419203.8823
579	418777.803
580	418653.7392
581	418050.08
582	417928.4628
583	417673.7938
584	417169.9043
585	416732.0756
586	416540.4041
587	416169.3317
588	415934.1984
589	415371.9233
590	414786.2923
591	414665.6042
592	414226.07
593	413876.6668
594	413630.9274
595	413512.2769
596	412949.7869
597	412568.0387
598	412265.7516
599	412080.533
600	411832.893
601	411557.779
602	411194.4644
603	410970.2424
604	410205.1139
605	410087.518
606	409688.3422
607	409189.9424
608	409008.7753
609	408893.268
610	408779.409
611	408344.2465
612	408045.0591
613	407646.8518
614	407361.1629
615	407248.6306
616	406897.2507
617	406753.4486
618	406271.4053
619	405853.0773
620	405565.776
621	405454.6219
622	405239.1063
623	405129.3655
624	404958.2456
625	404746.1473
626	404273.0668
627	403857.0549
628	403748.9862
629	403642.1096
630	403197.8392
631	402834.9563
632	402554.7895
633	402298.0017
634	401888.2245
635	401722.0911
636	401616.7611
637	401342.0138
638	401003.473
639	400639.9407
640	400535.8993
641	400325.4444
642	400165.2895
643	399720.5889
644	399453.2492
645	399350.4457
646	399248.9011
647	398905.5411
648	398508.8893
649	398124.2021
650	397728.8749
651	397356.1879
652	397158.5531
653	396747.6247
654	396425.1711
655	396324.647
656	395964.7687
657	395806.9309
658	395576.9221
659	395477.3115
660	395379.3308
661	394854.3191
662	394557.0905
663	394402.5243
664	394305.4293
665	394005.3048
666	393757.3897
667	393394.865
668	393200.3557
669	393104.0009
670	392659.5652
671	392257.4654
672	391776.9688
673	391642.583
674	391547.6289
675	391305.0529
676	391112.0136
677	391017.6561
678	390680.9774
679	390532.0724
680	390219.9368
681	390037.0159
682	389906.7218
683	389632.1703
684	389539.1484
685	389169.8532
686	388755.6049
687	388244.3568
688	388002.2881
689	387909.6472
690	387511.4853
691	387361.8193
692	387040.5387
693	386744.8509
694	386500.8215
695	386293.2879
696	385986.4044
697	385894.6942
698	385803.7999
699	385588.3696
700	385218.1352
701	385076.5943
702	384722.8453
703	384434.399
704	384139.6768
705	384049.8382
706	383960.7927
707	383672.599
708	383482.779
709	383238.2485
710	383100.0959
711	382930.6164
712	382698.8881
713	382412.7214
714	382324.918
715	381850.5536
716	381501.7411
717	381120.9755
718	380953.588
719	380644.955
720	380557.0961
721	380470.9914
722	380065.6604
723	379930.4485
724	379676.722
725	379591.4275
726	379101.0042
727	378764.1265
728	378679.6965
729	378393.6195
730	378183.7871
731	377965.859
732	377707.4247
733	377404.0673
734	377004.4479
735	376844.7863
736	376611.9021
737	376476.5995
738	376084.8439
739	376000.6887
740	375918.2303
741	375730.915
742	375602.4957
743	375520.6536
744	375228.5031
745	375076.3769
746	374785.6893
747	374431.5357
748	374257.0598
749	374023.7634
750	373864.6198
751	373481.6756
752	373073.7271
753	372992.278
754	372789.3484
755	372665.6189
756	372585.3154
757	372225.472
758	372004.4808
759	371925.0065
760	371555.3168
761	371294.5602
762	371037.5386
763	370914.0604
764	370835.6067
765	370459.8572
766	370121.2579
767	369974.5824
768	369687.0596
769	369446.312
770	369368.4044
771	369291.8486
772	368866.1048
773	368697.8593
774	368386.2981
775	368113.1904
776	367892.8608
777	367634.8692
778	367279.6221
779	367063.968
780	366987.8334
781	366867.1439
782	366521.6597
783	366382.266
784	365966.4847
785	365699.4537
786	365394.1417
787	365318.9062
788	365201.8639
789	365127.5535
790	364922.1564
791	364583.5531
792	364305.0571
793	364231.5237
794	363877.9064
795	363664.4296
796	363379.4249
797	363045.2125
798	362972.1157
799	362803.6782
800	362538.2109
801	362424.7219
802	362352.7263
803	362063.2217
804	361701.5036
805	361590.6211
806	361519.2393
807	361186.6653
808	360919.3189
809	360791.8238
810	360721.4912
811	360609.4427
812	360277.7219
813	359826.2499
814	359575.0087
815	359505.0888
816	359374.5944
817	359207.8501
818	358946.7257
819	358649.9227
820	358540.082
821	358325.4146
822	358218.8299
823	358149.6092
824	357941.1063
825	357759.8812
826	357639.7354
827	357505.9977
828	357131.5532
829	357063.0543
830	356963.5291
831	356836.8906
832	356512.4104
833	356251.994
834	355852.9048
835	355784.8243
836	355595.4846
837	355313.6231
838	355132.2831
839	354877.5754
840	354810.5267
841	354633.13
842	354367.9432
843	354301.2787
844	354235.6681
845	353992.0561
846	353716.2143
847	353445.8415
848	353243.6958
849	353178.6283
850	353080.9442
851	352929.8122
852	352735.862
853	352671.5923
854	352419.0939
855	352112.6351
856	352048.5201
857	351752.7911
858	351338.2553
859	351275.0483
860	351033.9303
861	350836.8803
862	350529.0974
863	350385.5262
864	350322.8926
865	350119.0733
866	349824.0952
867	349725.7656
868	349663.8016
869	349518.9281
870	349319.2283
871	349258.1924
872	349027.1979
873	348891.3246
874	348671.8791
875	348360.4747
876	348152.6581
877	348057.1481
878	347944.9061
879	347884.2524
880	347639.2155
881	347579.4812
882	347344.9159
883	347133.5808
884	347037.9667
885	346904.3458
886	346811.9745
887	346588.3238
888	346451.0516
889	346271.7113
890	346183.5306
891	345988.143
892	345866.2603
893	345806.453
894	345747.5749
895	345684.5964
896	345548.2217
897	345220.9306
898	344932.8105
899	344659.7866
900	344375.1159
901	344289.5959
902	343989.8234
903	343931.7794
904	343684.4939
905	343627.1572
906	343420.9789
907	343162.507
908	342967.2447
909	342703.0979
910	342569.2334
911	342347.7676
912	342098.5315
913	341915.0314
914	341716.9666
915	341603.198
916	341510.6481
917	341426.4677
918	341336.9714
919	341104.7562
920	341047.8096
921	340961.1659
922	340667.0342
923	340425.8759
924	340175.4167
925	339937.557
926	339659.0606
927	339347.7395
928	339132.4655
929	338963.173
930	338818.448
931	338643.6948
932	338587.0859
933	338316.6082
934	338125.5624
935	338069.6719
936	337945.3778
937	337754.4019
938	337522.0589
939	337432.1415
940	337267.152
941	337211.8777
942	336933.5906
943	336723.3073
944	336597.4151
945	336480.1209
946	336326.5989
947	336245.6728
948	336190.9012
949	335976.7246
950	335744.8049
951	335690.4351
952	335564.2484
953	335444.6407
954	335328.6822
955	335058.0961
956	334937.2594
957	334741.0425
958	334532.3021
959	334408.4194
960	334354.6352
961	334181.4054
962	333933.8139
963	333843.2332
964	333678.0521
965	333624.9002
966	333570.3835
967	333443.9677
968	333361.7619
969	333181.4969
970	332979.8119
971	332927.6429
972	332717.5543
973	332510.9578
974	332459.4922
975	332140.3958
976	331945.3407
977	331768.4592
978	331660.3593
979	331418.1761
980	331260.917
981	331209.3814
982	330962.4611
983	330804.1421
984	330588.4013
985	330394.7765
986	330314.1867
987	330263.2681
988	330148.2063
989	330072.6543
990	329939.681
991	329841.8481
992	329791.3787
993	329545.9731
994	329372.5054
995	329322.6764
996	329114.6096
997	329065.2024
998	328774.5178
999	328671.5587
