iter	Passed	Remaining
406	4661	6791
407	4672	6779
408	4682	6766
409	4693	6754
410	4704	6741
411	4714	6728
412	4725	6715
413	4735	6703
414	4745	6689
415	4756	6677
416	4767	6665
417	4779	6654
418	4793	6646
419	4809	6642
420	4826	6637
421	4839	6629
422	4855	6623
423	4867	6612
424	4881	6604
425	4892	6591
426	4903	6579
427	4914	6567
428	4925	6556
429	4937	6545
430	4949	6534
431	4960	6521
432	4971	6509
433	4983	6499
434	4995	6489
435	5007	6477
436	5019	6466
437	5031	6455
438	5044	6445
439	5062	6443
440	5079	6438
441	5101	6439
442	5119	6436
443	5136	6431
444	5157	6432
445	5202	6461
446	5235	6477
447	5257	6477
448	5284	6485
449	5298	6475
450	5312	6466
451	5325	6457
452	5343	6451
453	5359	6445
454	5375	6438
455	5388	6428
456	5403	6419
457	5414	6407
458	5428	6398
459	5443	6389
460	5455	6378
461	5468	6368
462	5482	6359
463	5496	6348
464	5508	6337
465	5520	6325
466	5533	6316
467	5545	6304
468	5558	6293
469	5571	6282
470	5583	6270
471	5594	6258
472	5605	6245
473	5618	6235
474	5632	6225
475	5649	6218
476	5666	6213
477	5683	6206
478	5702	6202
479	5718	6194
480	5733	6186
481	5752	6181
482	5769	6176
483	5792	6175
484	5811	6170
485	5830	6165
486	5847	6160
487	5864	6152
488	5877	6141
489	5891	6132
490	5904	6121
491	5915	6108
492	5927	6095
493	5940	6084
494	5955	6075
495	5969	6065
496	5981	6053
497	5993	6041
498	6005	6029
499	6018	6018
500	6029	6005
501	6041	5993
502	6053	5981
503	6065	5969
504	6077	5956
505	6089	5945
506	6102	5933
507	6114	5921
508	6126	5910
509	6138	5898
510	6153	5888
511	6164	5875
512	6175	5862
513	6187	5850
514	6199	5838
515	6212	5827
516	6227	5818
517	6240	5807
518	6253	5795
519	6265	5783
520	6278	5772
521	6292	5761
522	6305	5750
523	6317	5738
524	6327	5725
525	6339	5712
526	6351	5701
527	6364	5689
528	6376	5677
529	6387	5664
530	6399	5652
531	6411	5640
532	6422	5627
533	6434	5615
534	6447	5603
535	6458	5590
536	6470	5578
537	6481	5566
538	6492	5553
539	6503	5540
540	6515	5527
541	6526	5514
542	6538	5503
543	6550	5491
544	6561	5478
545	6573	5465
546	6585	5453
547	6597	5441
548	6609	5429
549	6623	5418
550	6636	5407
551	6648	5395
552	6660	5383
553	6674	5372
554	6686	5360
555	6697	5348
556	6709	5336
557	6722	5324
558	6733	5312
559	6746	5301
560	6758	5288
561	6768	5275
562	6777	5260
563	6788	5247
564	6798	5234
565	6809	5221
566	6818	5207
567	6829	5194
568	6840	5181
569	6851	5168
570	6862	5156
571	6872	5142
572	6882	5129
573	6894	5116
574	6906	5104
575	6918	5092
576	6929	5079
577	6940	5066
578	6950	5054
579	6962	5041
580	6973	5028
581	6984	5016
582	6995	5003
583	7006	4990
584	7017	4978
585	7029	4966
586	7041	4954
587	7052	4941
588	7065	4930
589	7076	4917
590	7086	4904
591	7098	4891
592	7108	4879
593	7119	4866
594	7131	4854
595	7142	4841
596	7153	4829
597	7165	4816
598	7176	4804
599	7188	4792
600	7199	4779
601	7211	4767
602	7223	4755
603	7234	4743
604	7246	4731
605	7257	4718
606	7268	4706
607	7281	4694
608	7292	4681
609	7302	4668
610	7313	4656
611	7324	4643
612	7334	4630
613	7345	4617
614	7357	4605
615	7368	4593
616	7378	4580
617	7389	4567
618	7400	4554
619	7411	4542
620	7422	4530
621	7435	4518
622	7447	4506
623	7460	4495
624	7473	4483
625	7484	4471
626	7495	4458
627	7506	4446
628	7517	4434
629	7528	4421
630	7539	4408
631	7550	4396
632	7561	4383
633	7572	4371
634	7584	4359
635	7598	4348
636	7612	4338
637	7627	4327
638	7641	4317
639	7656	4306
640	7670	4295
641	7684	4285
642	7701	4276
643	7717	4266
644	7731	4255
645	7746	4244
646	7762	4235
647	7776	4224
648	7789	4213
649	7802	4201
650	7814	4189
651	7828	4178
652	7841	4166
653	7853	4155
654	7864	4142
655	7878	4131
656	7893	4121
657	7908	4110
658	7920	4098
659	7933	4086
660	7944	4074
661	7956	4062
662	7969	4050
663	7981	4038
664	7993	4026
665	8005	4014
666	8017	4002
667	8029	3990
668	8043	3979
669	8057	3968
670	8069	3956
671	8081	3944
672	8092	3932
673	8105	3920
674	8116	3908
675	8128	3895
676	8142	3884
677	8155	3873
678	8168	3861
679	8180	3849
680	8192	3837
681	8203	3825
682	8215	3813
683	8226	3800
684	8238	3788
685	8249	3776
686	8260	3763
687	8272	3751
688	8283	3739
689	8295	3726
690	8306	3714
691	8317	3701
692	8329	3689
693	8345	3679
694	8357	3667
695	8373	3657
696	8388	3646
697	8403	3635
698	8415	3623
699	8428	3612
700	8441	3600
701	8455	3589
702	8468	3577
703	8479	3565
704	8490	3552
705	8504	3541
706	8516	3529
707	8527	3517
708	8538	3504
709	8549	3492
710	8560	3479
711	8572	3467
712	8583	3455
713	8595	3442
714	8606	3430
715	8616	3417
716	8629	3405
717	8640	3393
718	8652	3381
719	8665	3369
720	8675	3357
721	8687	3345
722	8701	3333
723	8712	3321
724	8723	3308
725	8734	3296
726	8745	3284
727	8756	3271
728	8770	3260
729	8784	3248
730	8800	3238
731	8817	3228
732	8832	3217
733	8847	3206
734	8861	3194
735	8874	3183
736	8886	3171
737	8898	3159
738	8910	3146
739	8921	3134
740	8932	3122
741	8946	3110
742	8957	3098
743	8968	3086
744	8982	3074
745	8993	3062
746	9006	3050
747	9017	3037
748	9029	3025
749	9046	3015
750	9068	3006
751	9086	2996
752	9106	2987
753	9124	2976
754	9140	2966
755	9156	2955
756	9168	2943
757	9180	2931
758	9193	2919
759	9207	2907
760	9234	2900
761	9273	2896
762	9308	2891
763	9323	2880
764	9344	2870
765	9364	2860
766	9377	2848
767	9388	2836
768	9400	2823
769	9411	2811
770	9422	2798
771	9433	2785
772	9444	2773
773	9455	2761
774	9466	2748
775	9477	2735
776	9488	2723
777	9498	2710
778	9509	2697
779	9520	2685
780	9531	2672
781	9541	2660
782	9553	2647
783	9564	2635
784	9575	2622
785	9585	2609
786	9596	2597
787	9607	2584
788	9617	2572
789	9628	2559
790	9639	2546
791	9652	2535
792	9666	2523
793	9679	2511
794	9693	2499
795	9705	2487
796	9717	2475
797	9731	2463
798	9744	2451
799	9756	2439
800	9769	2427
801	9782	2415
802	9793	2402
803	9804	2390
804	9816	2377
805	9828	2365
806	9841	2353
807	9854	2341
808	9867	2329
809	9878	2317
810	9891	2305
811	9902	2292
812	9914	2280
813	9926	2268
814	9938	2255
815	9949	2243
816	9960	2231
817	9973	2218
818	9984	2206
819	9997	2194
820	10008	2182
821	10020	2169
822	10034	2158
823	10050	2146
824	10065	2135
825	10082	2123
826	10098	2112
827	10112	2100
828	10127	2089
829	10140	2076
830	10153	2064
831	10168	2053
832	10182	2041
833	10197	2029
834	10210	2017
835	10225	2005
836	10238	1993
837	10251	1981
838	10264	1969
839	10279	1958
840	10294	1946
841	10309	1934
842	10323	1922
843	10336	1910
844	10348	1898
845	10365	1886
846	10377	1874
847	10390	1862
848	10401	1850
849	10413	1837
850	10424	1825
851	10436	1812
852	10447	1800
853	10458	1788
854	10470	1775
855	10481	1763
856	10494	1751
857	10505	1738
858	10517	1726
859	10528	1713
860	10539	1701
861	10552	1689
862	10563	1676
863	10575	1664
864	10587	1652
865	10599	1640
866	10611	1627
867	10623	1615
868	10634	1603
869	10646	1590
870	10657	1578
871	10669	1566
872	10680	1553
873	10691	1541
874	10702	1528
875	10712	1516
876	10723	1503
877	10735	1491
878	10746	1479
879	10758	1467
880	10769	1454
881	10780	1442
882	10791	1429
883	10804	1417
884	10818	1405
885	10829	1393
886	10841	1381
887	10853	1368
888	10867	1356
889	10881	1344
890	10895	1332
891	10904	1320
892	10916	1308
893	10927	1295
894	10938	1283
895	10949	1270
896	10960	1258
897	10971	1246
898	10982	1233
899	10994	1221
900	11005	1209
901	11017	1197
902	11028	1184
903	11040	1172
904	11050	1160
905	11061	1147
906	11072	1135
907	11084	1123
908	11096	1110
909	11107	1098
910	11119	1086
911	11130	1073
912	11140	1061
913	11151	1049
914	11162	1036
915	11173	1024
916	11184	1012
917	11196	1000
918	11206	987
919	11217	975
920	11228	963
921	11240	950
922	11251	938
923	11262	926
924	11273	914
925	11285	901
926	11299	889
927	11311	877
928	11324	865
929	11335	853
930	11347	840
931	11359	828
932	11371	816
933	11382	804
934	11394	792
935	11405	779
936	11417	767
937	11429	755
938	11440	743
939	11453	731
940	11468	719
941	11481	706
942	11499	695
943	11512	682
944	11527	670
945	11541	658
946	11556	646
947	11571	634
948	11587	622
949	11601	610
950	11616	598
951	11628	586
952	11642	574
953	11656	562
954	11669	549
955	11684	537
956	11700	525
957	11715	513
958	11729	501
959	11746	489
960	11762	477
961	11777	465
962	11794	453
963	11809	441
964	11824	428
965	11838	416
966	11851	404
967	11865	392
968	11879	380
969	11892	367
970	11909	355
971	11925	343
972	11939	331
973	11953	319
974	11966	306
975	11980	294
976	11997	282
977	12012	270
978	12028	258
979	12044	245
980	12065	233
981	12082	221
982	12099	209
983	12116	197
984	12131	184
985	12148	172
986	12165	160
987	12177	147
988	12189	135
989	12202	123
990	12216	110
991	12231	98
992	12244	86
993	12258	73
994	12271	61
995	12283	49
996	12296	37
997	12308	24
998	12322	12
999	12338	0
